# of genes	# of total genes	Log of odds ratio	P-value	Adjusted p-value	GO term ID	Go term name
57	254	0.49291	0.00000	<0.00050	GO:0070838	divalent metal ion transport
94	424	0.49210	0.00000	<0.00050	GO:2000147	positive regulation of cell motility
38	169	0.49176	0.00000	<0.00050	GO:0002699	positive regulation of immune effector process
63	282	0.49126	0.00000	<0.00050	GO:0009416	response to light stimulus
35	156	0.49030	0.00000	0.00050	GO:0019902	phosphatase binding
26	116	0.48957	0.00001	0.01950	GO:0051592	response to calcium ion
89	403	0.48903	0.00000	<0.00050	GO:0010975	regulation of neuron projection development
32	143	0.48869	0.00000	0.00100	GO:0051897	positive regulation of protein kinase B signaling
57	256	0.48848	0.00000	<0.00050	GO:0006732	coenzyme metabolic process
98	446	0.48775	0.00000	<0.00050	GO:0040017	positive regulation of locomotion
27	121	0.48704	0.00000	0.01250	GO:0002576	platelet degranulation
29	130	0.48687	0.00000	0.00450	GO:0006576	cellular biogenic amine metabolic process
66	298	0.48683	0.00000	<0.00050	GO:0050867	positive regulation of cell activation
62	280	0.48609	0.00000	<0.00050	GO:1901342	regulation of vasculature development
184	865	0.48574	0.00000	<0.00050	GO:0042327	positive regulation of phosphorylation
40	180	0.48532	0.00000	<0.00050	GO:0070486	leukocyte aggregation
34	153	0.48488	0.00000	0.00050	GO:0019207	kinase regulator activity
28	126	0.48472	0.00000	0.00650	GO:0070665	positive regulation of leukocyte proliferation
39	176	0.48364	0.00000	<0.00050	GO:0009897	external side of plasma membrane
74	337	0.48326	0.00000	<0.00050	GO:0044282	small molecule catabolic process
35	158	0.48316	0.00000	0.00050	GO:0070374	positive regulation of ERK1 and ERK2 cascade
42	190	0.48255	0.00000	<0.00050	GO:0038093	Fc receptor signaling pathway
27	122	0.48244	0.00001	0.01800	GO:0044706	multi-multicellular organism process
198	941	0.48233	0.00000	<0.00050	GO:0022892	substrate-specific transporter activity
175	826	0.48163	0.00000	<0.00050	GO:0001934	positive regulation of protein phosphorylation
66	301	0.48118	0.00000	<0.00050	GO:0050863	regulation of T cell activation
203	969	0.48083	0.00000	<0.00050	GO:0010562	positive regulation of phosphorus metabolic process
203	969	0.48083	0.00000	<0.00050	GO:0045937	positive regulation of phosphate metabolic process
428	2227	0.48080	0.00000	<0.00050	GO:0044459	plasma membrane part
30	136	0.48061	0.00000	0.00300	GO:0051092	positive regulation of NF-kappaB transcription factor activity
28	127	0.48031	0.00000	0.01050	GO:0032845	negative regulation of homeostatic process
26	118	0.48002	0.00001	0.02850	GO:0050808	synapse organization
254	1237	0.47990	0.00000	<0.00050	GO:0009605	response to external stimulus
173	819	0.47953	0.00000	<0.00050	GO:0008284	positive regulation of cell proliferation
63	288	0.47939	0.00000	<0.00050	GO:0002696	positive regulation of leukocyte activation
33	150	0.47921	0.00000	0.00100	GO:0060326	cell chemotaxis
64	293	0.47872	0.00000	<0.00050	GO:0032102	negative regulation of response to external stimulus
29	132	0.47834	0.00000	0.00450	GO:0044262	cellular carbohydrate metabolic process
27	123	0.47789	0.00001	0.01950	GO:1900182	positive regulation of protein localization to nucleus
25	114	0.47744	0.00001	0.04750	GO:0016051	carbohydrate biosynthetic process
187	893	0.47734	0.00000	<0.00050	GO:0060548	negative regulation of cell death
83	383	0.47732	0.00000	<0.00050	GO:0001819	positive regulation of cytokine production
162	768	0.47656	0.00000	<0.00050	GO:0050877	neurological system process
56	257	0.47619	0.00000	<0.00050	GO:0009116	nucleoside metabolic process
117	547	0.47593	0.00000	<0.00050	GO:0019901	protein kinase binding
33	151	0.47550	0.00000	0.00100	GO:0030307	positive regulation of cell growth
38	174	0.47542	0.00000	0.00050	GO:0071593	lymphocyte aggregation
26	119	0.47532	0.00001	0.03200	GO:0006766	vitamin metabolic process
26	119	0.47532	0.00001	0.03200	GO:0097306	cellular response to alcohol
55	253	0.47475	0.00000	<0.00050	GO:0015849	organic acid transport
55	253	0.47475	0.00000	<0.00050	GO:0046942	carboxylic acid transport
50	230	0.47410	0.00000	<0.00050	GO:0070372	regulation of ERK1 and ERK2 cascade
56	258	0.47402	0.00000	<0.00050	GO:0045765	regulation of angiogenesis
37	170	0.47344	0.00000	0.00050	GO:0048812	neuron projection morphogenesis
1299	11196	0.47335	0.00000	<0.00050	GO:0044699	single-organism process
32	147	0.47328	0.00000	0.00150	GO:2001236	regulation of extrinsic apoptotic signaling pathway
292	1462	0.47199	0.00000	<0.00050	GO:0051240	positive regulation of multicellular organismal process
92	430	0.47164	0.00000	<0.00050	GO:1903034	regulation of response to wounding
31	143	0.47093	0.00000	0.00300	GO:0072659	protein localization to plasma membrane
258	1280	0.46999	0.00000	<0.00050	GO:0060341	regulation of cellular localization
106	500	0.46892	0.00000	<0.00050	GO:0008324	cation transmembrane transporter activity
30	139	0.46846	0.00000	0.00450	GO:0030856	regulation of epithelial cell differentiation
52	242	0.46785	0.00000	<0.00050	GO:0045927	positive regulation of growth
37	172	0.46693	0.00000	0.00050	GO:0042110	T cell activation
37	172	0.46693	0.00000	0.00050	GO:0070489	T cell aggregation
54	252	0.46657	0.00000	<0.00050	GO:0051251	positive regulation of lymphocyte activation
104	493	0.46578	0.00000	<0.00050	GO:0009986	cell surface
39	182	0.46493	0.00000	0.00050	GO:0010675	regulation of cellular carbohydrate metabolic process
104	494	0.46464	0.00000	<0.00050	GO:0051259	protein oligomerization
44	206	0.46359	0.00000	<0.00050	GO:0043406	positive regulation of MAP kinase activity
31	145	0.46323	0.00000	0.00450	GO:0072509	divalent inorganic cation transmembrane transporter activity
31	145	0.46323	0.00000	0.00450	GO:1990778	protein localization to cell periphery
190	931	0.46321	0.00000	<0.00050	GO:0001775	cell activation
61	287	0.46298	0.00000	<0.00050	GO:0050678	regulation of epithelial cell proliferation
38	178	0.46277	0.00000	0.00050	GO:1901293	nucleoside phosphate biosynthetic process
103	491	0.46245	0.00000	<0.00050	GO:0050865	regulation of cell activation
50	235	0.46210	0.00000	<0.00050	GO:0010976	positive regulation of neuron projection development
32	150	0.46206	0.00000	0.00300	GO:0031175	neuron projection development
47	221	0.46150	0.00000	<0.00050	GO:0051604	protein maturation
36	169	0.46142	0.00000	0.00050	GO:0005775	vacuolar lumen
83	394	0.46141	0.00000	<0.00050	GO:0022407	regulation of cell-cell adhesion
37	174	0.46051	0.00000	0.00050	GO:0009165	nucleotide biosynthetic process
158	770	0.46009	0.00000	<0.00050	GO:0044712	single-organism catabolic process
199	984	0.45981	0.00000	<0.00050	GO:0046903	secretion
94	449	0.45977	0.00000	<0.00050	GO:0043410	positive regulation of MAPK cascade
233	1167	0.45931	0.00000	<0.00050	GO:0030054	cell junction
75	357	0.45859	0.00000	<0.00050	GO:0023014	signal transduction by protein phosphorylation
29	137	0.45772	0.00001	0.01900	GO:0006413	translational initiation
132	641	0.45724	0.00000	<0.00050	GO:0010942	positive regulation of cell death
46	218	0.45704	0.00000	<0.00050	GO:0045926	negative regulation of growth
1512	15852	0.45637	0.00000	<0.00050	GO:0008150	biological_process
48	228	0.45599	0.00000	<0.00050	GO:0030336	negative regulation of cell migration
129	628	0.45529	0.00000	<0.00050	GO:0019900	kinase binding
36	171	0.45491	0.00000	0.00050	GO:2001235	positive regulation of apoptotic signaling pathway
63	301	0.45470	0.00000	<0.00050	GO:0051260	protein homooligomerization
1179	9467	0.45428	0.00000	<0.00050	GO:0044763	single-organism cellular process
34	162	0.45310	0.00000	0.00200	GO:0050920	regulation of chemotaxis
30	143	0.45278	0.00001	0.01800	GO:0005125	cytokine activity
285	1474	0.45162	0.00000	<0.00050	GO:1901564	organonitrogen compound metabolic process
178	888	0.45066	0.00000	<0.00050	GO:1902533	positive regulation of intracellular signal transduction
142	700	0.45062	0.00000	<0.00050	GO:0030334	regulation of cell migration
211	1065	0.45046	0.00000	<0.00050	GO:0005215	transporter activity
140	690	0.45037	0.00000	<0.00050	GO:0045859	regulation of protein kinase activity
228	1159	0.44980	0.00000	<0.00050	GO:0006629	lipid metabolic process
66	319	0.44872	0.00000	<0.00050	GO:0010769	regulation of cell morphogenesis involved in differentiation
36	173	0.44850	0.00000	0.00100	GO:0005516	calmodulin binding
76	369	0.44771	0.00000	<0.00050	GO:0045785	positive regulation of cell adhesion
124	611	0.44759	0.00000	<0.00050	GO:0008289	lipid binding
74	360	0.44630	0.00000	<0.00050	GO:2001233	regulation of apoptotic signaling pathway
60	291	0.44596	0.00000	<0.00050	GO:0071902	positive regulation of protein serine/threonine kinase activity
164	822	0.44535	0.00000	<0.00050	GO:0040012	regulation of locomotion
117	578	0.44491	0.00000	<0.00050	GO:0002263	cell activation involved in immune response
61	297	0.44395	0.00000	<0.00050	GO:0046649	lymphocyte activation
265	1379	0.44389	0.00000	<0.00050	GO:0043067	regulation of programmed cell death
116	574	0.44381	0.00000	<0.00050	GO:0002366	leukocyte activation involved in immune response
33	160	0.44347	0.00000	0.00450	GO:0031669	cellular response to nutrient levels
33	160	0.44347	0.00000	0.00450	GO:1903708	positive regulation of hemopoiesis
548	3191	0.44262	0.00000	<0.00050	GO:0044765	single-organism transport
262	1365	0.44260	0.00000	<0.00050	GO:0042981	regulation of apoptotic process
285	1499	0.44188	0.00000	<0.00050	GO:0010941	regulation of cell death
95	469	0.44151	0.00000	<0.00050	GO:0051222	positive regulation of protein transport
50	244	0.44129	0.00000	<0.00050	GO:2000146	negative regulation of cell motility
40	195	0.44087	0.00000	0.00050	GO:0032872	regulation of stress-activated MAPK cascade
162	818	0.44080	0.00000	<0.00050	GO:0045321	leukocyte activation
55	269	0.44066	0.00000	<0.00050	GO:0071214	cellular response to abiotic stimulus
41	200	0.44061	0.00000	0.00050	GO:0007411	axon guidance
574	3391	0.44052	0.00000	<0.00050	GO:1902578	single-organism localization
76	374	0.44024	0.00000	<0.00050	GO:0052547	regulation of peptidase activity
47	230	0.43942	0.00000	<0.00050	GO:0009895	negative regulation of catabolic process
154	778	0.43903	0.00000	<0.00050	GO:0070201	regulation of establishment of protein localization
92	456	0.43880	0.00000	<0.00050	GO:0002694	regulation of leukocyte activation
91	451	0.43869	0.00000	<0.00050	GO:0051962	positive regulation of nervous system development
149	752	0.43867	0.00000	<0.00050	GO:2000145	regulation of cell motility
55	270	0.43861	0.00000	<0.00050	GO:0050900	leukocyte migration
40	196	0.43806	0.00000	0.00050	GO:0070302	regulation of stress-activated protein kinase signaling cascade
158	801	0.43781	0.00000	<0.00050	GO:0051270	regulation of cellular component movement
474	2699	0.43761	0.00000	<0.00050	GO:0051239	regulation of multicellular organismal process
116	581	0.43705	0.00000	<0.00050	GO:0043065	positive regulation of apoptotic process
34	167	0.43639	0.00000	0.00450	GO:0030098	lymphocyte differentiation
117	587	0.43628	0.00000	<0.00050	GO:0043068	positive regulation of programmed cell death
111	556	0.43614	0.00000	<0.00050	GO:0002274	myeloid leukocyte activation
79	392	0.43611	0.00000	<0.00050	GO:0050769	positive regulation of neurogenesis
206	1065	0.43583	0.00000	<0.00050	GO:0055085	transmembrane transport
100	500	0.43528	0.00000	<0.00050	GO:0010720	positive regulation of cell development
41	202	0.43514	0.00000	0.00050	GO:0097485	neuron projection guidance
71	353	0.43381	0.00000	<0.00050	GO:0052548	regulation of endopeptidase activity
108	543	0.43355	0.00000	<0.00050	GO:0045664	regulation of neuron differentiation
32	158	0.43348	0.00001	0.01800	GO:0051427	hormone receptor binding
33	163	0.43329	0.00000	0.01050	GO:0018108	peptidyl-tyrosine phosphorylation
146	744	0.43272	0.00000	<0.00050	GO:0043549	regulation of kinase activity
48	238	0.43231	0.00000	<0.00050	GO:0002521	leukocyte differentiation
65	324	0.43153	0.00000	<0.00050	GO:1901565	organonitrogen compound catabolic process
253	1340	0.43132	0.00000	<0.00050	GO:0042995	cell projection
166	854	0.43104	0.00000	<0.00050	GO:0060284	regulation of cell development
146	747	0.43046	0.00000	<0.00050	GO:0051223	regulation of protein transport
30	149	0.43025	0.00001	0.04300	GO:0031345	negative regulation of cell projection organization
47	234	0.42995	0.00000	<0.00050	GO:0051091	positive regulation of sequence-specific DNA binding transcription factor activity
33	164	0.42995	0.00000	0.01300	GO:0050866	negative regulation of cell activation
95	479	0.42980	0.00000	<0.00050	GO:0002283	neutrophil activation involved in immune response
100	505	0.42976	0.00000	<0.00050	GO:0002275	myeloid cell activation involved in immune response
131	668	0.42967	0.00000	<0.00050	GO:0050767	regulation of neurogenesis
98	495	0.42931	0.00000	<0.00050	GO:0043299	leukocyte degranulation
94	475	0.42842	0.00000	<0.00050	GO:0043312	neutrophil degranulation
81	408	0.42813	0.00000	<0.00050	GO:0009314	response to radiation
48	240	0.42772	0.00000	<0.00050	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling
35	175	0.42670	0.00000	0.00450	GO:0010770	positive regulation of cell morphogenesis involved in differentiation
96	487	0.42659	0.00000	<0.00050	GO:0042119	neutrophil activation
169	879	0.42545	0.00000	<0.00050	GO:0032940	secretion by cell
164	852	0.42518	0.00000	<0.00050	GO:0045597	positive regulation of cell differentiation
145	749	0.42495	0.00000	<0.00050	GO:0051960	regulation of nervous system development
174	908	0.42451	0.00000	<0.00050	GO:0044255	cellular lipid metabolic process
40	201	0.42427	0.00000	0.00100	GO:0006898	receptor-mediated endocytosis
39	196	0.42413	0.00000	0.00100	GO:0043393	regulation of protein binding
37	186	0.42386	0.00000	0.00250	GO:0031668	cellular response to extracellular stimulus
50	252	0.42357	0.00000	<0.00050	GO:0090066	regulation of anatomical structure size
108	553	0.42342	0.00000	<0.00050	GO:0031344	regulation of cell projection organization
33	166	0.42334	0.00001	0.01900	GO:0018212	peptidyl-tyrosine modification
33	166	0.42334	0.00001	0.01900	GO:0050707	regulation of cytokine secretion
32	161	0.42322	0.00001	0.02800	GO:0042594	response to starvation
96	491	0.42207	0.00000	<0.00050	GO:0036230	granulocyte activation
270	1462	0.42207	0.00000	<0.00050	GO:0042127	regulation of cell proliferation
51	258	0.42164	0.00000	<0.00050	GO:0051271	negative regulation of cellular component movement
40	202	0.42157	0.00000	0.00100	GO:0006352	DNA-templated transcription, initiation
65	330	0.42145	0.00000	<0.00050	GO:0000165	MAPK cascade
648	4074	0.42121	0.00000	<0.00050	GO:0044710	single-organism metabolic process
49	248	0.42117	0.00000	<0.00050	GO:0001525	angiogenesis
55	279	0.42061	0.00000	<0.00050	GO:0040013	negative regulation of locomotion
71	362	0.41995	0.00000	<0.00050	GO:0032388	positive regulation of intracellular transport
105	541	0.41947	0.00000	<0.00050	GO:0008610	lipid biosynthetic process
62	316	0.41891	0.00000	<0.00050	GO:0050727	regulation of inflammatory response
123	638	0.41879	0.00000	<0.00050	GO:0019221	cytokine-mediated signaling pathway
76	389	0.41855	0.00000	<0.00050	GO:0051249	regulation of lymphocyte activation
45	229	0.41780	0.00000	0.00050	GO:0007162	negative regulation of cell adhesion
36	183	0.41775	0.00000	0.00650	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling
224	1204	0.41724	0.00000	<0.00050	GO:0044711	single-organism biosynthetic process
200	1068	0.41639	0.00000	<0.00050	GO:0044433	cytoplasmic vesicle part
121	631	0.41548	0.00000	<0.00050	GO:0051347	positive regulation of transferase activity
37	189	0.41515	0.00000	0.00450	GO:0045665	negative regulation of neuron differentiation
98	508	0.41499	0.00000	<0.00050	GO:0045055	regulated secretory pathway
54	277	0.41440	0.00000	<0.00050	GO:0043405	regulation of MAP kinase activity
42	215	0.41432	0.00000	0.00100	GO:0098656	anion transmembrane transport
222	1199	0.41414	0.00000	<0.00050	GO:0001932	regulation of protein phosphorylation
122	638	0.41410	0.00000	<0.00050	GO:0030155	regulation of cell adhesion
124	651	0.41227	0.00000	<0.00050	GO:0008285	negative regulation of cell proliferation
81	420	0.41218	0.00000	<0.00050	GO:1901361	organic cyclic compound catabolic process
184	985	0.41203	0.00000	<0.00050	GO:0032880	regulation of protein localization
36	185	0.41184	0.00000	0.01050	GO:0090150	establishment of protein localization to membrane
33	170	0.41042	0.00001	0.03300	GO:0004713	protein tyrosine kinase activity
241	1319	0.41026	0.00000	<0.00050	GO:0042325	regulation of phosphorylation
277	1535	0.41021	0.00000	<0.00050	GO:0023056	positive regulation of signaling
593	3707	0.40985	0.00000	<0.00050	GO:0006810	transport
52	269	0.40957	0.00000	<0.00050	GO:0044389	ubiquitin-like protein ligase binding
60	311	0.40944	0.00000	<0.00050	GO:0045666	positive regulation of neuron differentiation
117	617	0.40863	0.00000	<0.00050	GO:0043408	regulation of MAPK cascade
607	3827	0.40812	0.00000	<0.00050	GO:0051234	establishment of localization
83	434	0.40788	0.00000	<0.00050	GO:0071900	regulation of protein serine/threonine kinase activity
51	265	0.40705	0.00000	<0.00050	GO:1903651	positive regulation of cytoplasmic transport
422	2478	0.40690	0.00000	<0.00050	GO:0051716	cellular response to stimulus
222	1215	0.40665	0.00000	<0.00050	GO:0051094	positive regulation of developmental process
116	614	0.40641	0.00000	<0.00050	GO:0040008	regulation of growth
196	1066	0.40534	0.00000	<0.00050	GO:0016310	phosphorylation
155	832	0.40532	0.00000	<0.00050	GO:0019637	organophosphate metabolic process
202	1103	0.40422	0.00000	<0.00050	GO:0031226	intrinsic component of plasma membrane
33	172	0.40409	0.00001	0.04550	GO:0035295	tube development
728	4865	0.40408	0.00000	<0.00050	GO:0050896	response to stimulus
41	214	0.40370	0.00000	0.00200	GO:0035239	tube morphogenesis
138	739	0.40369	0.00000	<0.00050	GO:1901135	carbohydrate derivative metabolic process
277	1553	0.40353	0.00000	<0.00050	GO:0019220	regulation of phosphate metabolic process
76	400	0.40328	0.00000	<0.00050	GO:0002764	immune response-regulating signaling pathway
70	368	0.40306	0.00000	<0.00050	GO:0002757	immune response-activating signal transduction
193	1055	0.40196	0.00000	<0.00050	GO:0005887	integral component of plasma membrane
140	753	0.40161	0.00000	<0.00050	GO:1901566	organonitrogen compound biosynthetic process
130	698	0.40087	0.00000	<0.00050	GO:0043207	response to external biotic stimulus
278	1567	0.40065	0.00000	<0.00050	GO:0051174	regulation of phosphorus metabolic process
62	327	0.40024	0.00000	<0.00050	GO:0006520	cellular amino acid metabolic process
116	621	0.40017	0.00000	<0.00050	GO:0008283	cell proliferation
46	242	0.39983	0.00000	0.00050	GO:0050768	negative regulation of neurogenesis
1356	12876	0.39887	0.00000	<0.00050	GO:0009987	cellular process
276	1560	0.39869	0.00000	<0.00050	GO:0010647	positive regulation of cell communication
53	280	0.39826	0.00000	<0.00050	GO:0002009	morphogenesis of an epithelium
280	1587	0.39789	0.00000	<0.00050	GO:0044093	positive regulation of molecular function
58	307	0.39780	0.00000	<0.00050	GO:0002768	immune response-regulating cell surface receptor signaling pathway
211	1169	0.39771	0.00000	<0.00050	GO:0048513	organ development
57	302	0.39716	0.00000	<0.00050	GO:0031253	cell projection membrane
135	731	0.39705	0.00000	<0.00050	GO:0009607	response to biotic stimulus
48	254	0.39686	0.00000	0.00050	GO:0031625	ubiquitin protein ligase binding
129	698	0.39644	0.00000	<0.00050	GO:0006887	exocytosis
108	581	0.39620	0.00000	<0.00050	GO:0032386	regulation of intracellular transport
52	276	0.39563	0.00000	0.00050	GO:0002429	immune response-activating cell surface receptor signaling pathway
187	1033	0.39500	0.00000	<0.00050	GO:0051241	negative regulation of multicellular organismal process
69	369	0.39362	0.00000	<0.00050	GO:0001558	regulation of cell growth
71	380	0.39345	0.00000	<0.00050	GO:1903829	positive regulation of cellular protein localization
56	299	0.39286	0.00000	<0.00050	GO:0032103	positive regulation of response to external stimulus
640	4190	0.39264	0.00000	<0.00050	GO:0051179	localization
58	310	0.39253	0.00000	<0.00050	GO:0010721	negative regulation of cell development
50	267	0.39214	0.00000	0.00050	GO:0007399	nervous system development
39	208	0.39193	0.00000	0.01050	GO:0016054	organic acid catabolic process
39	208	0.39193	0.00000	0.01050	GO:0046395	carboxylic acid catabolic process
68	365	0.39148	0.00000	<0.00050	GO:0004674	protein serine/threonine kinase activity
80	431	0.39113	0.00000	<0.00050	GO:1903649	regulation of cytoplasmic transport
85	459	0.39059	0.00000	<0.00050	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway
60	322	0.39056	0.00000	<0.00050	GO:0045787	positive regulation of cell cycle
116	632	0.39052	0.00000	<0.00050	GO:0045596	negative regulation of cell differentiation
256	1458	0.39052	0.00000	<0.00050	GO:0051247	positive regulation of protein metabolic process
234	1324	0.39011	0.00000	<0.00050	GO:0005102	receptor binding
70	377	0.38992	0.00000	<0.00050	GO:0005925	focal adhesion
47	252	0.38967	0.00000	0.00050	GO:0000323	lytic vacuole
47	252	0.38967	0.00000	0.00050	GO:0005764	lysosome
51	274	0.38896	0.00000	0.00050	GO:0048589	developmental growth
158	875	0.38852	0.00000	<0.00050	GO:0002684	positive regulation of immune system process
48	258	0.38842	0.00000	0.00050	GO:0051961	negative regulation of nervous system development
154	852	0.38839	0.00000	<0.00050	GO:0051093	negative regulation of developmental process
155	858	0.38826	0.00000	<0.00050	GO:0006468	protein phosphorylation
495	3082	0.38813	0.00000	<0.00050	GO:0044707	single-multicellular organism process
50	269	0.38811	0.00000	0.00050	GO:0048608	reproductive structure development
67	362	0.38779	0.00000	<0.00050	GO:0045862	positive regulation of proteolysis
502	3139	0.38713	0.00000	<0.00050	GO:0032501	multicellular organismal process
70	379	0.38705	0.00000	<0.00050	GO:0005924	cell-substrate adherens junction
107	586	0.38625	0.00000	<0.00050	GO:0050778	positive regulation of immune response
156	867	0.38622	0.00000	<0.00050	GO:0032101	regulation of response to external stimulus
163	908	0.38614	0.00000	<0.00050	GO:0051338	regulation of transferase activity
66	358	0.38553	0.00000	<0.00050	GO:0006897	endocytosis
238	1361	0.38486	0.00000	<0.00050	GO:0032270	positive regulation of cellular protein metabolic process
58	315	0.38388	0.00000	<0.00050	GO:0040007	growth
321	1892	0.38346	0.00000	<0.00050	GO:0006793	phosphorus metabolic process
79	432	0.38290	0.00000	<0.00050	GO:0050839	cell adhesion molecule binding
226	1293	0.38239	0.00000	<0.00050	GO:0035556	intracellular signal transduction
58	316	0.38217	0.00000	<0.00050	GO:0050878	regulation of body fluid levels
65	355	0.38170	0.00000	<0.00050	GO:0048729	tissue morphogenesis
70	383	0.38137	0.00000	<0.00050	GO:0030055	cell-substrate junction
59	322	0.38136	0.00000	<0.00050	GO:0031346	positive regulation of cell projection organization
224	1284	0.38096	0.00000	<0.00050	GO:0043085	positive regulation of catalytic activity
386	2339	0.38049	0.00000	<0.00050	GO:0036094	small molecule binding
210	1200	0.38019	0.00000	<0.00050	GO:0051130	positive regulation of cellular component organization
288	1693	0.37858	0.00000	<0.00050	GO:0019899	enzyme binding
157	885	0.37857	0.00000	<0.00050	GO:0002252	immune effector process
102	566	0.37832	0.00000	<0.00050	GO:0004672	protein kinase activity
46	252	0.37801	0.00000	0.00200	GO:0016042	lipid catabolic process
191	1090	0.37757	0.00000	<0.00050	GO:0031401	positive regulation of protein modification process
1540	16838	0.37704	0.00000	<0.00050	GO:0005575	cellular_component
38	209	0.37537	0.00001	0.03850	GO:0005126	cytokine receptor binding
308	1833	0.37536	0.00000	<0.00050	GO:0006796	phosphate-containing compound metabolic process
54	298	0.37484	0.00000	0.00050	GO:1903533	regulation of protein targeting
115	645	0.37450	0.00000	<0.00050	GO:0019904	protein domain specific binding
425	2638	0.37444	0.00000	<0.00050	GO:0006950	response to stress
50	276	0.37430	0.00000	0.00050	GO:0006518	peptide metabolic process
38	210	0.37281	0.00001	0.04450	GO:0046822	regulation of nucleocytoplasmic transport
1471	15324	0.37212	0.00000	<0.00050	GO:0044464	cell part
42	233	0.37098	0.00001	0.01350	GO:0045637	regulation of myeloid cell differentiation
274	1626	0.37056	0.00000	<0.00050	GO:0045595	regulation of cell differentiation
67	374	0.37018	0.00000	<0.00050	GO:0051090	regulation of sequence-specific DNA binding transcription factor activity
610	4086	0.37000	0.00000	<0.00050	GO:0007165	signal transduction
299	1792	0.36961	0.00000	<0.00050	GO:2000026	regulation of multicellular organismal development
44	245	0.36914	0.00000	0.00650	GO:1902105	regulation of leukocyte differentiation
58	324	0.36872	0.00000	0.00050	GO:0051098	regulation of binding
40	223	0.36823	0.00001	0.03100	GO:0030258	lipid modification
48	268	0.36800	0.00000	0.00200	GO:0006935	chemotaxis
70	393	0.36747	0.00000	<0.00050	GO:0031349	positive regulation of defense response
248	1469	0.36684	0.00000	<0.00050	GO:0080134	regulation of response to stress
39	218	0.36677	0.00001	0.04500	GO:1901681	sulfur compound binding
48	269	0.36601	0.00000	0.00250	GO:0042330	taxis
69	389	0.36510	0.00000	<0.00050	GO:0019439	aromatic compound catabolic process
168	974	0.36491	0.00000	<0.00050	GO:0044463	cell projection part
46	259	0.36335	0.00000	0.00450	GO:0090316	positive regulation of intracellular protein transport
507	3303	0.36304	0.00000	<0.00050	GO:0031982	vesicle
173	1009	0.36245	0.00000	<0.00050	GO:0046914	transition metal ion binding
233	1389	0.36057	0.00000	<0.00050	GO:0009967	positive regulation of signal transduction
56	318	0.35973	0.00000	0.00050	GO:0006790	sulfur compound metabolic process
100	575	0.35872	0.00000	<0.00050	GO:0098609	cell-cell adhesion
103	593	0.35848	0.00000	<0.00050	GO:0001817	regulation of cytokine production
680	4766	0.35829	0.00000	<0.00050	GO:0048522	positive regulation of cellular process
108	623	0.35816	0.00000	<0.00050	GO:0006915	apoptotic process
1490	15795	0.35813	0.00000	<0.00050	GO:0003674	molecular_function
479	3118	0.35736	0.00000	<0.00050	GO:0031988	membrane-bounded vesicle
88	506	0.35701	0.00000	<0.00050	GO:0022604	regulation of cell morphogenesis
82	471	0.35676	0.00000	<0.00050	GO:0005912	adherens junction
110	637	0.35636	0.00000	<0.00050	GO:0051345	positive regulation of hydrolase activity
119	691	0.35623	0.00000	<0.00050	GO:0016773	phosphotransferase activity, alcohol group as acceptor
427	2740	0.35501	0.00000	<0.00050	GO:0043230	extracellular organelle
196	1167	0.35488	0.00000	<0.00050	GO:0031974	membrane-enclosed lumen
751	5446	0.35448	0.00000	<0.00050	GO:0048518	positive regulation of biological process
128	748	0.35416	0.00000	<0.00050	GO:0016301	kinase activity
106	616	0.35386	0.00000	<0.00050	GO:0007167	enzyme linked receptor protein signaling pathway
369	2327	0.35365	0.00000	<0.00050	GO:0050793	regulation of developmental process
426	2739	0.35362	0.00000	<0.00050	GO:1903561	extracellular vesicle
261	1590	0.35334	0.00000	<0.00050	GO:0042802	identical protein binding
68	392	0.35303	0.00000	<0.00050	GO:0002683	negative regulation of immune system process
327	2037	0.35271	0.00000	<0.00050	GO:0050790	regulation of catalytic activity
423	2722	0.35251	0.00000	<0.00050	GO:0065010	extracellular membrane-bounded organelle
141	830	0.35220	0.00000	<0.00050	GO:0061024	membrane organization
1185	10531	0.35189	0.00000	<0.00050	GO:0065007	biological regulation
422	2721	0.35111	0.00000	<0.00050	GO:0070062	extracellular exosome
131	771	0.35075	0.00000	<0.00050	GO:0044087	regulation of cellular component biogenesis
129	759	0.35060	0.00000	<0.00050	GO:0042803	protein homodimerization activity
62	359	0.34997	0.00000	0.00050	GO:0043254	regulation of protein complex assembly
74	430	0.34951	0.00000	<0.00050	GO:0002253	activation of immune response
314	1960	0.34912	0.00000	<0.00050	GO:0048584	positive regulation of response to stimulus
65	378	0.34800	0.00000	0.00050	GO:0044270	cellular nitrogen compound catabolic process
65	378	0.34800	0.00000	0.00050	GO:0046700	heterocycle catabolic process
182	1093	0.34781	0.00000	<0.00050	GO:0043233	organelle lumen
319	2002	0.34694	0.00000	<0.00050	GO:0007166	cell surface receptor signaling pathway
113	667	0.34646	0.00000	<0.00050	GO:1902580	single-organism cellular localization
417	2706	0.34629	0.00000	<0.00050	GO:0048856	anatomical structure development
465	3070	0.34577	0.00000	<0.00050	GO:0065009	regulation of molecular function
57	334	0.34310	0.00000	0.00100	GO:0034655	nucleobase-containing compound catabolic process
